,월,일,시간,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수
성별,,,,남성,남성,남성,남성,남성,남성,여성,여성,여성,여성,여성,여성
2582,5,16,15,754990,890580,883720,757620,459920,317950,868260,898090,877090,826250,533580,445720
2583,5,16,16,762140,892110,884430,760570,462970,317650,870600,895030,875190,825480,532640,444410
2584,5,16,17,772750,892700,882830,763840,468060,318000,870030,890100,871500,824620,531410,442370
2585,5,16,18,774300,883690,870410,760940,471000,317680,853260,869920,858460,821050,530240,441240
2586,5,16,19,766200,862890,851790,757320,472690,317100,828220,846670,845460,816040,528960,440620
2587,5,16,20,761440,852270,841380,756340,474170,316090,811940,834410,838500,813850,527770,439730
2588,5,16,21,755830,842650,832590,754800,474020,315080,794460,823360,832650,810550,526870,439100
2589,5,16,22,746080,831380,820430,748720,471740,314060,772830,811480,824940,805920,525340,438010
2590,5,16,23,734240,819820,809550,743500,469710,313120,753220,802510,819710,802390,524110,437200
2591,5,17,0,725680,812450,802650,740390,468190,312430,743010,798320,817190,800790,523420,436620
2592,5,17,1,722820,808720,799850,738670,467170,311360,740880,796260,815930,799700,522780,435580
2593,5,17,2,720430,806320,797080,736620,465420,309480,739450,794620,814400,798360,521640,434150
2594,5,17,3,716330,803900,794540,734180,462770,306950,738340,793180,812630,796310,519800,431530
2595,5,17,4,714220,801530,791150,731360,460580,304930,737160,791330,810350,794170,518280,429850
2596,5,17,5,712840,801130,791300,730730,459150,305460,736190,790410,808810,792820,518460,430230
2597,5,17,6,713940,807460,804340,734850,457360,307170,740150,795750,813560,794620,520120,432270
2598,5,17,7,727530,839780,838160,745890,456420,309260,770750,826350,832120,801970,522720,435030
2599,5,17,8,741310,867600,862070,751880,456500,311750,812080,863050,851990,813010,527300,439500
2600,5,17,9,748770,879140,872580,754060,456150,313790,830110,879190,864310,820070,530800,443320
2601,5,17,10,752970,881700,874170,751700,454460,313050,838970,885830,869010,821190,531090,440310
2602,5,17,11,757480,881240,871850,746670,452070,312960,847560,887960,870110,819980,530130,439390
2603,5,17,12,763300,882730,871120,745540,451120,313230,856000,889790,871080,819290,529360,439520
2604,5,17,13,768240,884030,873110,747620,452960,314520,862240,890440,872450,820410,529950,439970
2605,5,17,14,771010,883940,873110,748980,455120,315200,866510,890090,872290,821510,530300,438880
2606,5,17,15,776170,885720,874250,752030,458050,315840,869580,888790,872070,822330,530510,438490
2607,5,17,16,781380,886430,873010,755530,461750,316820,870800,885260,869130,821930,530450,440810
2608,5,17,17,789880,886960,870450,758340,467380,317740,870190,879500,865650,820810,529810,442510
2609,5,17,18,794390,880510,856720,756870,470690,317290,857530,861840,853080,817430,528610,440980
2610,5,17,19,789540,862290,837150,753060,472350,316500,833630,838370,839020,811500,526850,440040
2611,5,17,20,785570,852950,827680,752720,473740,315580,817510,825960,831690,807850,525100,439220
2612,5,17,21,780900,845860,822170,752480,473190,314460,800320,815850,826030,803900,523310,438330
2613,5,17,22,773190,837560,814140,748720,471000,313330,779580,805430,818990,798840,520730,436930
2614,5,17,23,760130,826830,805110,743290,468760,312320,756450,794860,812840,794690,518960,435750
2615,5,18,0,750100,818620,797650,739110,467170,311490,743150,788660,809560,792480,517770,434680
2616,5,18,1,746560,814220,793410,736970,465610,310260,739540,785920,807520,791190,517110,433510
2617,5,18,2,743280,810790,790510,734680,464010,308460,737460,783760,805910,789900,516050,432020
2618,5,18,3,738100,807420,787720,732170,461650,305900,735600,781680,804030,788070,514290,429600
2619,5,18,4,735590,804150,783710,728650,458850,303730,733780,779460,801460,785860,512300,427640
2620,5,18,5,733790,800860,778420,723000,457100,304170,732800,777660,798980,784030,512160,427640
2621,5,18,6,729940,797480,773120,714430,453310,304790,731270,776490,797190,782000,511440,428090
2622,5,18,7,731800,795930,768980,704940,446680,304120,735270,778010,796050,774300,505330,425940
2623,5,18,8,740470,799840,771810,701790,443220,304820,748520,785760,802250,774520,503030,426330
2624,5,18,9,747970,805470,774950,698820,441090,304800,759280,792920,808420,776320,502610,428050
2625,5,18,10,755750,811320,775530,694620,439760,305600,772170,799810,813510,778020,502450,429980
2626,5,18,11,765780,817180,776560,693150,438680,307040,787260,805380,816340,779490,502300,432070
2627,5,18,12,774960,822130,776810,693520,439430,308530,803220,809720,818820,779530,502260,433020
2628,5,18,13,780110,822950,778110,695490,439980,310350,813410,810570,818590,779390,501940,432960
2629,5,18,14,783170,823260,778930,696550,442330,310750,820370,809400,817000,778570,501520,432530
2630,5,18,15,786560,824420,779840,700700,445470,311590,825450,808250,816690,777890,502610,432320
2631,5,18,16,789410,825620,782240,707360,450170,312320,827860,806320,815640,779430,504360,432710
2632,5,18,17,791430,826240,783870,714490,454730,312760,824950,802770,812990,778720,505210,432200
2633,5,18,18,790690,825800,783340,718610,459220,313240,816940,797880,808180,777860,506470,432280
2634,5,18,19,786650,824270,784220,722960,462270,313260,807450,792610,804770,777880,508070,432590
2635,5,18,20,783190,823880,787160,728620,464600,312710,797080,789970,803560,779470,509510,432490
2636,5,18,21,776090,822180,788820,732870,464610,312190,781010,785870,802220,779090,509310,431930
2637,5,18,22,767450,819090,786990,731950,463690,311430,760540,780100,797760,776810,508060,431380
2638,5,18,23,753530,811610,783140,728880,462270,310760,737840,772660,793360,774300,506880,430720
2639,5,19,0,746610,807040,780550,726800,460600,309940,728530,769050,791410,772990,506390,430240
2640,5,19,1,744310,804600,778650,725340,459260,308840,726020,767520,790060,772060,505760,429410
2641,5,19,2,741090,801810,776520,723500,457210,307050,724410,765770,788670,770980,504720,428000
2642,5,19,3,736490,799470,774300,720950,454780,304470,722860,764150,787080,769160,502910,425540
2643,5,19,4,733910,796850,771150,717480,452080,302190,721670,762350,785110,766930,500880,423570
2644,5,19,5,731730,793460,765910,712180,450600,302220,720210,760240,782690,765040,500250,423290
2645,5,19,6,728370,790850,763030,707780,449880,303240,718520,759200,781700,764210,500510,424390
2646,5,19,7,729190,790340,763100,701750,445160,303630,720100,759750,781990,758470,496990,423870
2647,5,19,8,734350,793830,768180,701380,443250,305210,726200,764640,787220,758020,496290,426140
2648,5,19,9,738780,799500,773390,700270,442830,307990,734030,771130,794260,759800,498200,431740
2649,5,19,10,744380,805560,778160,698490,441950,310050,742400,778480,799820,761180,499530,436460
2650,5,19,11,751460,812180,782660,699000,441830,310170,752250,784640,803990,762120,499260,437420
2651,5,19,12,759440,817430,786390,699840,441650,310200,764100,789970,807250,762560,498770,437100
2652,5,19,13,764440,820800,789030,701970,442550,309990,772490,793070,808350,762840,498930,436860
2653,5,19,14,767600,823300,792080,705360,444390,309810,778290,795260,809560,765340,500320,435500
2654,5,19,15,769620,824640,794390,710590,447290,309570,782610,796840,811080,769340,502580,434550
2655,5,19,16,770270,825930,796850,717910,451370,310430,784630,797860,811910,773160,504960,433660
2656,5,19,17,768600,826500,799660,725760,456510,311250,783390,797050,811960,777890,508530,434170
2657,5,19,18,765430,825820,801710,734220,463870,312790,779030,796060,812520,785030,514290,435900
2658,5,19,19,760500,825930,804470,741390,469710,314130,773510,795860,813530,791410,519750,437230
2659,5,19,20,754210,824120,806430,747200,472530,314350,766760,796140,814990,796510,521950,437580
2660,5,19,21,745470,821440,807490,749350,473390,314230,756360,794180,815030,797690,522620,437270
2661,5,19,22,737150,817870,807350,749590,473580,313840,746140,792580,814000,797870,522540,437020
2662,5,19,23,728460,814670,806160,748850,472910,313340,735300,790050,813460,797250,522240,436600
2663,5,20,0,723980,813000,804880,747430,472190,312880,732130,789110,812920,796990,521830,436360
2664,5,20,1,722810,811270,803460,746170,470820,311590,731450,788550,812350,796260,521290,435390
2665,5,20,2,720470,809930,802310,744550,469060,309810,730870,787820,811280,795270,520330,433970
2666,5,20,3,716130,808520,800540,742440,466560,307410,730090,786760,810090,793670,518800,431810
2667,5,20,4,714570,807030,798460,740190,465030,305790,729390,785570,808530,792520,517800,430510
2668,5,20,5,713730,807180,800340,739790,463610,306520,729230,785260,808100,791490,518010,430880
2669,5,20,6,715870,814830,817690,745500,462160,308380,734320,791930,813510,793860,519490,432500
2670,5,20,7,727420,849980,855410,757770,461130,310750,766080,823930,832320,801290,522430,435900
2671,5,20,8,736820,878080,880580,764380,462000,313740,807040,860560,852150,812430,527830,440750
2672,5,20,9,744220,889720,892760,768840,463430,316880,826170,875720,865440,820340,531670,445460
2673,5,20,10,745340,892220,895860,768440,462360,318320,834450,882830,870640,821600,533140,449070
2674,5,20,11,747780,892230,894210,763400,459980,319190,841560,885730,871920,820110,533050,450980
2675,5,20,12,750870,892980,893500,762370,460110,319640,848650,887970,872910,819380,532910,451540
2676,5,20,13,751450,893610,894110,763600,461780,320620,852970,889820,874100,820560,533210,451870
2677,5,20,14,751710,892600,892820,764470,463170,320630,853870,889860,873480,822360,533800,450920
2678,5,20,15,753760,893260,893560,766170,464660,320080,854720,888860,873360,823400,533440,448830
2679,5,20,16,759040,893890,892900,768780,466730,318970,855840,886060,871610,822280,531920,445800
2680,5,20,17,765350,893370,890630,770820,470440,318200,854010,880790,867900,821590,530750,443180
2681,5,20,18,764190,883650,877240,766760,472580,317450,834610,860030,854410,817410,529560,441380
2682,5,20,19,753520,859480,853580,760400,473700,316620,805110,834510,840240,812090,528340,439880
2683,5,20,20,746490,847190,841970,758030,474390,315850,788750,823160,833760,809260,527440,438850
2684,5,20,21,739320,838040,832410,754300,474050,314870,772870,814120,829160,807350,526370,438150
2685,5,20,22,730050,826920,820120,748800,472070,313930,755290,805530,822980,803800,524930,437200
2686,5,20,23,719890,817490,811190,744110,470570,313330,741940,799450,819610,801370,523940,436480
2687,5,21,0,714220,812000,805370,741790,469850,312590,736530,796860,817690,800280,523470,435970
2688,5,21,1,712510,809220,802350,740500,468540,311490,735190,795550,816550,799490,522830,435250
2689,5,21,2,710280,807170,800060,738600,466690,309610,734430,794090,815260,798490,521790,433770
2690,5,21,3,706400,805130,797820,736040,464380,307020,733490,792910,813760,796570,520040,431420
2691,5,21,4,704690,802970,795110,733530,462090,305290,732580,791340,811580,794610,518430,429740
2692,5,21,5,703860,803480,796420,733050,460770,305890,732330,790840,810530,793710,518950,429900
2693,5,21,6,706480,810320,810760,737680,458920,307130,737490,797070,816020,795370,520060,431640
2694,5,21,7,719870,845010,846050,749510,457900,309420,770210,829040,834430,802630,522640,434950
2695,5,21,8,730880,873620,871070,755430,457800,311720,812670,867010,854410,813270,527080,438990
2696,5,21,9,736780,883580,880880,758400,457950,313820,831360,883390,867910,819750,530670,442500
2697,5,21,10,739040,885820,882790,756680,456070,314730,840290,891700,874010,821120,531690,445420
2698,5,21,11,741190,885810,880800,751150,453820,315140,847870,894790,875390,819630,531490,446240
2699,5,21,12,744850,886860,881380,750600,453290,316030,854450,897500,876810,819440,530960,446830
2700,5,21,13,745970,888430,883840,752920,455160,317500,858380,899030,878230,821150,531670,447030
2701,5,21,14,747490,889730,884100,754200,457590,317940,860310,898560,877230,822280,532100,446460
2702,5,21,15,749690,890270,885350,757010,459530,317300,861510,896880,876250,823070,531950,445120
2703,5,21,16,756180,891720,887740,760490,463100,316950,861720,893490,873720,823190,530560,443110
2704,5,21,17,762450,892930,886400,764440,468150,317190,860870,888740,871030,822500,530450,441710
2705,5,21,18,760830,885020,873700,761750,470840,316700,840410,867840,858300,818880,529240,440070
2706,5,21,19,750350,862110,852640,757000,472410,316090,812610,843010,844360,813360,528000,439250
2707,5,21,20,744130,851210,841790,755020,473230,315150,795620,830440,837460,810480,527010,438690
2708,5,21,21,737200,840990,832070,753030,473030,314230,778490,819870,831880,807970,525950,437940
2709,5,21,22,726830,828970,820200,747090,471340,313190,758260,809330,824700,803980,524570,437020
2710,5,21,23,717210,818180,810630,741880,469580,312490,743320,801860,820170,801240,523510,436360
2711,5,22,0,711290,812180,804660,739180,468370,311730,737510,798310,818350,800050,522970,435920
2712,5,22,1,709390,809080,801670,737880,467170,310790,735780,796780,817170,799160,522370,435180
2713,5,22,2,707400,806870,799240,736260,465280,308750,734870,795610,815880,798210,521450,433600
2714,5,22,3,703350,805100,797100,734080,463040,306330,733830,794560,814360,796490,519710,431220
2715,5,22,4,701340,803830,794520,731740,460960,304160,732990,792960,812370,794810,518190,429560
2716,5,22,5,700580,803560,795480,730950,459260,304940,732710,792190,811260,793560,518670,429920
2717,5,22,6,703120,809950,808400,735960,457410,306520,737460,797940,816150,795210,520000,431840
2718,5,22,7,715380,843270,842940,747290,456670,308910,770080,829570,834980,802780,522700,435150
2719,5,22,8,725740,871760,867580,753130,456850,311580,811680,866900,854120,813690,527740,439760
2720,5,22,9,734440,882770,878200,755370,457660,314040,830340,883500,867130,820940,531540,444720
2721,5,22,10,736660,884960,880400,752900,455660,315480,838720,890130,872560,822520,533180,448140
2722,5,22,11,738720,885100,878920,747980,452940,315670,845870,893450,872850,821280,532450,449150
2723,5,22,12,743560,886520,878860,746670,452400,315950,853780,896070,874810,820930,532180,449590
2724,5,22,13,744770,888100,881560,749230,454200,317560,857950,898410,876650,822630,533280,450140
2725,5,22,14,746730,888550,882270,751610,456590,318190,860600,898270,876280,823920,534620,449550
2726,5,22,15,748700,889530,883690,754700,459470,317730,862340,897290,875700,824830,534190,447860
2727,5,22,16,754560,890950,884430,758200,462150,317130,863160,894430,873840,824060,533080,445580
2728,5,22,17,760510,892530,883380,762370,467260,316950,862300,888980,870790,823630,532420,443370
2729,5,22,18,759640,884540,872060,761710,470360,316390,842950,868440,858040,820130,531000,441800
2730,5,22,19,749850,861960,851220,757180,471950,315610,814750,844480,844450,814620,529720,440850
2731,5,22,20,743080,850420,841270,755200,473020,314630,798570,832550,837580,811390,528780,439710
2732,5,22,21,736740,841200,831910,753320,472480,313520,782260,822540,831770,808860,526660,438480
2733,5,22,22,726610,828740,819850,746830,470530,312650,762400,811250,824480,804570,524960,437380
2734,5,22,23,716420,817410,810000,741460,468380,311920,746080,802590,819830,801300,523660,436530
2735,5,23,0,709840,811170,803510,738810,467360,311250,738400,798640,817560,800100,523160,435990
2736,5,23,1,708380,808100,800030,737100,466240,310290,736950,797130,816270,799190,522430,435020
2737,5,23,2,706150,806040,797730,735250,464660,308440,735930,796100,815040,798140,521510,433630
2738,5,23,3,702210,803710,795280,733090,462460,305950,735010,794610,813390,796550,519820,431330
2739,5,23,4,700410,801680,792740,730470,460080,303950,733840,793160,811530,794650,518470,429540
2740,5,23,5,699550,801250,793370,729510,458760,304650,733630,792230,810630,793290,518870,429980
2741,5,23,6,701810,807030,806270,733570,457090,306170,738120,797800,814930,795180,520170,431680
2742,5,23,7,714560,841000,841470,745540,456450,308550,770790,829450,833960,802120,522690,434940
2743,5,23,8,725890,868690,865900,751390,456620,311110,812890,866570,853190,812560,527210,439410
2744,5,23,9,734340,879310,876480,753940,456330,313410,831240,882090,866430,818990,530530,442260
2745,5,23,10,737170,882400,879260,752820,455310,314880,840280,889180,872090,820270,531700,445600
2746,5,23,11,740310,882280,876260,747130,452650,315130,847550,892110,873330,818780,530970,446300
2747,5,23,12,744230,883810,876160,746090,452100,315900,854540,894860,874550,818630,530950,446940
2748,5,23,13,745980,884940,878160,748920,454010,317220,858600,896660,876660,820710,532040,447450
2749,5,23,14,747570,885460,879310,751380,456900,318020,860700,895920,876360,822200,532840,446900
2750,5,23,15,749940,886370,880040,754290,458900,317310,862670,894350,874800,823300,532700,445830
2751,5,23,16,758030,888000,881860,757710,461550,316890,864150,891520,872520,822770,531610,444100
2752,5,23,17,766320,889030,880390,761380,466900,316760,863240,886570,869080,821820,530330,442030
2753,5,23,18,767290,882190,868850,759390,469910,316140,847180,867710,856810,818460,529340,440730
2754,5,23,19,759710,860700,848530,755120,471260,315560,821010,844160,843780,813160,528130,439490
2755,5,23,20,755160,850750,839130,754450,472690,315010,804800,832410,836910,810400,527130,438600
2756,5,23,21,748290,841080,830260,752420,472800,313940,787710,820820,831470,807960,526050,438060
2757,5,23,22,739230,829660,818500,746630,470680,313020,767360,809450,824010,804430,524450,437080
2758,5,23,23,728260,818370,808380,741140,468620,312240,749030,800750,818820,801050,523310,436320
2759,5,24,0,720000,810960,801360,737910,467530,311540,740030,796700,816610,799470,522700,435580
2760,5,24,1,717500,807810,798090,736780,466570,310560,738050,795260,815350,798700,522170,434680
2761,5,24,2,715630,805350,795970,734780,464690,308680,737180,793610,814280,797440,521210,433430
2762,5,24,3,711730,803390,793710,732840,462330,306150,736240,792320,812480,795860,519490,430990
2763,5,24,4,709940,801430,790740,730400,460100,304170,735180,790800,810630,794140,518080,429300
2764,5,24,5,709120,800720,791300,729240,458770,305100,734890,789840,809450,793090,518510,429760
2765,5,24,6,710770,806770,803840,733260,457800,306590,738970,795230,814130,794610,519830,431580
2766,5,24,7,723360,838150,836560,744150,456420,308500,769440,825780,832290,802260,522110,434230
2767,5,24,8,738260,866490,860710,749700,456560,310890,810820,861580,851170,813020,527530,438600
2768,5,24,9,745570,877750,870470,751580,456810,313480,829480,877170,863600,819690,531710,442900
2769,5,24,10,749930,880470,874020,750490,455620,314940,838250,883540,869120,821180,533070,445860
2770,5,24,11,754640,880240,871270,746030,453260,315460,845940,886320,869790,820230,532710,446570
2771,5,24,12,760640,880840,871710,745040,452530,315830,854370,888410,870940,819530,532130,447210
2772,5,24,13,763860,881900,873340,746210,454240,317090,860530,889430,872620,821140,532550,447450
2773,5,24,14,767410,882230,873160,748190,456110,317580,863370,888580,872610,821820,533060,446950
2774,5,24,15,771510,883360,874150,750630,458690,317490,865540,887210,871460,822420,532240,445770
2775,5,24,16,777090,884390,872840,752920,461000,316600,867050,883810,868670,820720,529920,442970
2776,5,24,17,785830,886790,869440,756910,465800,316500,868060,879930,865520,819550,528360,440940
2777,5,24,18,789800,880450,856260,755540,469070,316410,855310,863500,853440,815310,527010,439430
2778,5,24,19,783730,859780,834970,750680,470200,315320,828670,838210,838600,808450,525010,438650
2779,5,24,20,780600,849700,825090,750630,471330,314440,813130,825840,830990,804950,523680,437890
2780,5,24,21,775780,843240,819060,750130,471400,313380,796870,815980,825190,801710,521800,436790
2781,5,24,22,766640,835320,810680,745830,469780,312350,775120,804860,817800,797170,519640,435590
2782,5,24,23,753620,824800,801420,740410,467620,311400,752980,794490,811730,793140,517690,434570
2783,5,25,0,744110,816750,794050,736120,465740,310720,739970,788070,808400,790960,516840,433980
2784,5,25,1,740860,812050,790350,733920,464660,309790,736640,785560,806730,789800,516240,433050
2785,5,25,2,737760,808770,787140,731920,462780,307890,734750,783530,805300,788460,515100,431650
2786,5,25,3,733330,805780,784350,729230,460210,305390,733170,781510,803170,786710,513370,429360
2787,5,25,4,730520,802340,779700,725350,457900,303230,731600,779470,800690,784520,511640,427360
2788,5,25,5,728910,799320,775190,719530,455600,303620,730770,777540,798660,782720,511320,427500
2789,5,25,6,726620,795930,769070,710190,451200,304340,730070,776240,796680,780460,510360,427910
2790,5,25,7,729420,794210,766920,701510,444840,303500,734370,778120,796190,773250,505410,426450
2791,5,25,8,739040,799220,769310,698010,442210,303930,749040,786260,802520,773680,503980,426910
2792,5,25,9,747940,805540,772590,695360,440590,304900,761970,793700,810040,776620,504960,429070
2793,5,25,10,756030,811020,774120,691860,439120,305650,774240,799900,814910,778690,505230,431650
2794,5,25,11,765940,817290,775130,690290,438910,306780,788310,805750,818800,779960,505440,432910
2795,5,25,12,776330,822480,776130,690180,439560,307990,805170,810750,820950,779930,505270,433810
2796,5,25,13,781800,824290,777390,690850,440460,309190,815340,811590,820220,779210,504670,433910
2797,5,25,14,784720,824690,778550,693920,442020,309890,821470,810530,818690,777140,504830,434190
2798,5,25,15,788190,824860,779220,697500,444060,309960,825680,809350,816640,776070,504620,433110
2799,5,25,16,790950,825780,782260,703840,450020,311650,827520,807570,815010,777330,506000,433400
2800,5,25,17,792510,826330,782490,710350,454640,312530,824400,804200,811610,776510,506150,433160
2801,5,25,18,790540,824660,781030,713450,457640,312580,816450,798070,806310,774830,506740,433010
2802,5,25,19,786700,822410,779680,716110,459720,312630,807240,792920,801590,773460,507280,432570
2803,5,25,20,783050,821240,781710,721660,462000,311940,796600,789730,799460,775370,508270,432410
2804,5,25,21,777090,818940,782680,725110,461660,310830,780730,785040,797610,774840,507990,431920
2805,5,25,22,767460,814270,781680,724420,460920,309950,760270,778230,793880,772770,507160,431380
2806,5,25,23,751990,807230,778620,722460,459310,309290,738250,770560,790780,770380,506140,430790
2807,5,26,0,744390,801810,776360,720380,457880,308680,728740,766150,788960,769320,505600,430360
2808,5,26,1,741830,798990,774580,718710,456710,307630,726100,764150,787950,768620,505190,429530
2809,5,26,2,738790,797050,772490,717090,454950,305820,724490,762690,786670,767740,504330,428170
2810,5,26,3,734440,794410,770370,714830,452350,303000,723170,761020,785010,766190,502680,425810
2811,5,26,4,731760,791610,766790,711180,449480,300890,721700,759270,783240,763730,500520,423710
2812,5,26,5,729780,788300,761300,705190,447870,300870,720620,757470,780700,761610,499670,423330
2813,5,26,6,727230,786750,757840,699440,446010,301810,719010,756720,779880,760050,499670,424080
2814,5,26,7,728230,785950,757630,694010,441250,301840,719890,757540,779250,754610,496120,424070
2815,5,26,8,733390,789590,761900,694060,440080,303810,725790,761620,784260,754230,496130,426900
2816,5,26,9,738320,793320,765480,690620,437420,305780,733720,767610,789610,754150,496940,431650
2817,5,26,10,742670,797900,768460,687370,435250,306810,742540,773680,794850,753240,497390,435430
2818,5,26,11,748610,802160,769920,684620,432720,305970,752600,777930,798000,750680,495310,436000
2819,5,26,12,755800,806050,771490,684530,432300,305890,764810,782450,800390,749990,494270,435600
2820,5,26,13,761740,808880,773540,687430,432940,306260,774050,784870,801420,751440,494260,434910
2821,5,26,14,765680,810720,776130,691400,435560,306020,780920,786280,802960,753490,494950,433560
2822,5,26,15,768810,811960,780420,697560,439080,305950,787380,788400,804800,757480,496790,432530
2823,5,26,16,769670,814430,784730,704610,443130,306310,790140,790140,806030,762130,498840,431380
2824,5,26,17,767970,816840,788410,713030,448420,307400,787860,791360,807190,767830,502700,431520
2825,5,26,18,764490,818500,791960,723780,456600,309860,783060,792600,807910,775680,508610,433060
2826,5,26,19,761360,819960,795320,732070,463650,311890,778630,793830,809840,783290,514320,435120
2827,5,26,20,755600,820870,799600,740850,468650,312590,771330,795180,812550,790610,518550,435970
2828,5,26,21,747830,819610,803240,745980,471220,313030,760010,795010,814190,794560,520620,436020
2829,5,26,22,738110,817720,804270,747780,471900,312890,746640,793270,813870,796250,521540,436130
2830,5,26,23,727990,813430,803450,746950,471390,312420,735200,790030,812800,796060,521200,435720
2831,5,27,0,723040,811600,802700,746020,470540,311880,731390,788620,812550,796050,520970,435460
2832,5,27,1,721540,810050,801800,744770,469320,310850,730390,787770,811650,795290,520280,434610
2833,5,27,2,719340,808550,800220,742940,467380,309030,729760,786860,810570,794300,519290,433140
2834,5,27,3,715170,806920,798470,740530,465040,306550,729100,785820,809420,792870,517650,430870
2835,5,27,4,713320,805020,796570,738370,463060,304860,728330,784810,808000,791460,516520,429350
2836,5,27,5,712410,805440,799680,739260,463140,306070,728310,784630,807860,791230,517330,429920
2837,5,27,6,713890,813560,816780,746220,463650,308270,733100,790520,813590,794560,519520,431900
2838,5,27,7,724680,846500,851500,757970,463840,311220,762770,820740,832040,802260,523130,435730
2839,5,27,8,735620,874970,877620,765820,465560,314620,803250,857380,850570,813080,529000,439930
2840,5,27,9,742650,887920,891450,771500,468220,318770,823110,873540,864160,821960,534070,445380
2841,5,27,10,744710,891640,896700,774450,469300,321960,831650,880980,870920,825830,537100,449680
2842,5,27,11,747860,892880,897160,772830,469520,324060,839170,884670,873180,826390,538760,452420
2843,5,27,12,750780,893060,896420,770890,468840,324200,846120,887250,874210,826020,539050,453140
2844,5,27,13,750890,893590,897290,771890,469930,325050,849750,889180,875700,827230,539500,453520
2845,5,27,14,751570,892910,895770,772360,471390,324610,851320,888880,875220,827600,539480,452500
2846,5,27,15,753710,893860,896120,774260,472170,323520,851680,887710,874160,827510,538200,450020
2847,5,27,16,758720,894630,896180,775690,473200,321550,852310,885000,871310,825750,535340,446570
2848,5,27,17,763570,895330,893690,777410,476100,320010,849440,878850,867860,823950,533530,443470
2849,5,27,18,760970,884090,879170,772080,477120,318290,828830,857720,853490,819820,531560,440990
2850,5,27,19,748070,857810,853980,762820,475970,316700,798190,831160,838290,812450,529090,439460
2851,5,27,20,741860,845960,842180,759210,475500,315430,782420,819670,832000,809240,527490,438450
2852,5,27,21,735370,837360,831020,754980,474600,314240,768360,811110,827280,806540,526390,437440
2853,5,27,22,725580,825790,819160,748930,472430,313390,752420,802650,822020,802960,524840,436700
2854,5,27,23,716920,817320,810740,744940,470970,312570,740090,797260,818510,800960,523750,436020
2855,5,28,0,712060,811630,805030,742480,469880,311780,734920,794820,816960,799840,523350,435440
2856,5,28,1,710440,808910,802370,740840,468690,310710,733760,793380,815990,798930,522740,434570
2857,5,28,2,708740,806810,799810,739090,466750,308740,733040,792220,814850,797770,521540,433210
2858,5,28,3,704540,804810,797590,736520,464200,306290,732100,791140,813190,796040,519780,430930
2859,5,28,4,702590,802840,794920,733780,462140,304620,731180,789630,811080,794090,518450,429520
2860,5,28,5,701770,802970,796180,733630,461090,305260,730870,789090,810160,793210,518980,429760
2861,5,28,6,703920,810170,810730,738430,459790,307110,735810,795540,815790,795560,520490,431660
2862,5,28,7,717230,844230,846580,750810,458770,309400,768220,827320,834380,802800,523250,434590
2863,5,28,8,729100,873130,871570,756670,458690,311890,810660,865360,854730,813850,528280,439300
2864,5,28,9,731960,883820,882190,760100,458830,314570,829050,881890,868610,820810,532160,444020
2865,5,28,10,732010,886430,884420,758630,456630,315420,837890,889700,874820,822520,533080,446960
2866,5,28,11,733800,886450,882470,753180,454310,316070,845950,892870,875370,821340,532260,448370
2867,5,28,12,738120,887020,881480,751350,453390,316820,853010,895350,876540,820090,531780,448870
2868,5,28,13,740080,889270,883660,753630,455480,317830,857350,897010,878270,821990,532660,449070
2869,5,28,14,741680,889920,883970,755920,457530,318160,858930,896800,877880,823470,533180,448460
2870,5,28,15,744330,891040,885590,758360,460270,317640,860590,894540,877040,825110,533060,446390
2871,5,28,16,749150,892650,886990,761890,462780,317230,861030,891930,874710,823990,531580,444340
2872,5,28,17,755040,893340,885270,764970,467200,316930,859250,886910,871380,822110,530490,441220
2873,5,28,18,754470,884710,874350,762010,469260,315700,840770,867630,858310,817700,528990,439990
2874,5,28,19,744120,862750,853100,757710,470800,315340,812600,842020,844110,812860,527570,438880
2875,5,28,20,738030,851020,842580,755620,472310,314420,795410,829530,836850,809750,526790,438280
2876,5,28,21,731280,841150,832830,752690,471960,313430,778550,819020,831440,807380,525530,437430
2877,5,28,22,721370,828350,820540,747300,470260,312420,758440,808210,824390,803440,524220,436100
2878,5,28,23,710270,816860,809960,741700,468430,311620,742640,800310,819590,800610,523060,435410
2879,5,29,0,704370,811040,803980,739010,467410,311020,736470,796870,817690,799540,522470,434760
2880,5,29,1,702270,807940,800560,737860,466180,310030,735020,795170,816550,798550,521860,433880
2881,5,29,2,700220,805420,798260,736160,464490,308140,733910,793730,815280,797370,520880,432520
2882,5,29,3,695800,803070,795800,733640,461870,305500,733150,792560,813660,795660,519050,430140
2883,5,29,4,694060,801870,793390,731540,459630,303480,732150,791050,811550,793790,517530,428480
2884,5,29,5,693720,802230,794770,731740,458920,304470,731870,790520,810540,792790,517800,429090
2885,5,29,6,696090,809610,809680,737990,457300,305750,736830,796410,815890,794740,519140,431050
2886,5,29,7,708010,842980,843690,748500,456390,308320,768860,827820,834500,802240,522290,434250
2887,5,29,8,718930,871620,867520,753500,456620,311170,810830,866150,853620,812770,527430,439390
2888,5,29,9,726880,881910,877940,755890,456450,313930,828800,881860,865740,819760,531550,444810
2889,5,29,10,730090,884370,880370,754310,455500,315590,837640,889140,871120,821390,532950,447750
