,월,일,시간,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수,유동인구수
성별,,,,남성,남성,남성,남성,남성,남성,여성,여성,여성,여성,여성,여성
연령대(10세단위),,,,20,30,40,50,60,70,20,30,40,50,60,70
0,1,1,0,735430,817230,810510,759610,520530,356440,712750,766340,803280,789640,575040,484660
1,1,1,1,728350,810440,804040,753750,516530,353510,705240,760650,797320,785460,571250,481470
2,1,1,2,723910,805480,800040,749950,513790,351720,700900,757290,794530,782940,569700,479900
3,1,1,3,718270,801810,797290,747160,511110,349650,697880,754860,792290,780720,568160,478010
4,1,1,4,715530,799000,794470,744140,508630,348050,695560,752960,790180,778440,566570,476270
5,1,1,5,713390,796350,791790,741690,507360,347610,693810,751200,788160,775890,565280,475480
6,1,1,6,707190,792660,788450,738120,505000,347450,688270,748650,785630,773130,563930,474810
7,1,1,7,703530,789990,786500,735190,503510,347870,684820,746670,783310,770570,562940,474990
8,1,1,8,705520,790580,787570,736830,504840,350400,684520,746970,783790,770910,563710,477420
9,1,1,9,707160,792490,789650,736800,505690,352290,686140,749220,786030,771930,564890,479930
10,1,1,10,708820,793650,791000,735810,504120,353180,688580,750780,787250,771150,564110,480860
11,1,1,11,711260,794790,792320,733080,500800,352490,690890,751230,787910,767930,561140,480290
12,1,1,12,714510,795620,792500,730540,498060,351630,694730,751240,788140,764690,558140,478830
13,1,1,13,718380,796220,792100,729970,497600,351420,697950,751220,788280,763230,557040,478710
14,1,1,14,721790,797760,793090,731080,499150,352160,701430,752570,790360,764690,557880,479330
15,1,1,15,726150,800990,795270,735080,502980,353240,706970,756000,793180,769220,560840,480510
16,1,1,16,730430,805440,799450,741350,507790,354420,712120,760580,796880,775230,565220,481530
17,1,1,17,733660,809820,802650,746850,512370,355020,716790,765710,799980,781840,569480,482360
18,1,1,18,735760,813740,806120,751530,516350,356240,718590,770520,802710,787330,573590,483110
19,1,1,19,736250,816980,808540,755350,519420,356970,720550,775410,805170,792490,577070,484050
20,1,1,20,735670,818200,809640,757830,521390,356960,722020,778820,807280,796410,579360,484180
21,1,1,21,732590,818230,810630,758760,521830,356630,720430,781630,808660,797490,579720,484170
22,1,1,22,728880,816280,811480,758860,521690,356300,716420,782130,809150,797940,579740,484020
23,1,1,23,723130,814490,810950,758350,521040,355850,711070,781250,808570,797340,579310,483580
24,1,2,0,719840,812690,809980,756970,520160,355110,708990,780970,808310,797010,579140,483190
25,1,2,1,718920,812050,809160,755900,518790,353810,708580,780720,807820,796450,578610,482360
26,1,2,2,716790,810870,807820,754310,517140,352120,707970,780060,806990,795610,577830,481050
27,1,2,3,712430,809560,806640,752720,515040,349860,707470,779190,806160,794520,576410,478990
28,1,2,4,711270,808120,805260,751180,513430,348450,707050,778440,805260,793530,575820,477930
29,1,2,5,711000,808390,807410,752100,513210,349140,707340,778470,805290,793470,576540,477800
30,1,2,6,711960,814740,822850,758310,512590,350850,711360,784400,810150,795560,578060,479110
31,1,2,7,724390,849710,861340,772600,512900,353170,738980,816600,829230,803200,581810,482160
32,1,2,8,741350,880740,890360,782130,515020,357260,781120,855630,850080,815060,588420,487200
33,1,2,9,750410,892640,905170,789090,518430,361380,799280,871870,864620,824590,594000,492520
34,1,2,10,755280,896450,910730,791010,518750,364600,808990,878640,872620,828710,596950,496410
35,1,2,11,760170,898090,911750,788950,518020,365950,817340,882510,875850,829430,597790,498870
36,1,2,12,765000,900500,913070,790460,517080,366610,827260,886090,877920,830580,597820,499960
37,1,2,13,769210,901950,914550,791410,518640,367780,834220,888520,880150,831970,598550,500380
38,1,2,14,771140,901030,913560,791640,519410,367780,838020,889050,879840,832730,598610,499680
39,1,2,15,773130,901140,911780,792380,520630,367180,840940,888570,878020,832590,597910,497760
40,1,2,16,774580,901690,911300,793710,522870,365560,841380,886460,876060,830740,595500,494600
41,1,2,17,777990,901580,907480,794620,525610,363840,837970,880900,871820,828580,593240,491970
42,1,2,18,773930,891110,890870,788120,526740,362010,818830,859900,856960,823680,591150,489680
43,1,2,19,761410,865880,865160,778730,525710,360320,790460,832930,840590,816540,588390,487990
44,1,2,20,754340,852950,852050,773050,524480,358820,773800,819440,832420,811860,586410,486930
45,1,2,21,746900,841880,840540,766950,523150,357700,758590,808670,826710,808440,584690,486110
46,1,2,22,737720,830720,829300,760470,521300,356880,741330,799420,821090,804770,583250,485410
47,1,2,23,728450,821980,820940,756330,519910,356150,727820,793070,817790,802710,582360,484730
48,1,3,0,723190,816560,815740,753340,518590,355250,722400,789830,815670,801360,581750,484170
49,1,3,1,721710,813570,812400,751810,517300,354100,721120,788340,814440,800570,581160,483260
50,1,3,2,719750,811350,809510,750320,515550,352320,720220,787280,813330,799610,580290,481970
51,1,3,3,715410,809430,807320,748330,513530,350220,719630,786090,812050,798450,578920,480000
52,1,3,4,713920,807670,805400,746940,511880,348600,718900,784940,810930,797640,578250,478950
53,1,3,5,713400,807240,806400,748130,512320,349310,718660,784240,810330,797120,578770,478950
54,1,3,6,714400,812330,819090,754510,512120,350570,722080,788990,814060,798720,579780,479670
55,1,3,7,727350,846020,854760,769610,512210,353390,749290,819800,831830,806340,583530,482680
56,1,3,8,743970,876320,881050,777380,513750,356880,790840,858350,851220,818150,589660,487890
57,1,3,9,754400,887560,892780,782830,516180,360750,809780,873760,864450,827480,594930,492650
58,1,3,10,758500,891170,897520,783900,516650,363710,818400,879580,871020,831130,597420,496400
59,1,3,11,763610,892290,898090,781940,515300,365490,827220,883330,873450,832170,597740,498300
60,1,3,12,769420,894750,900070,781710,514450,366230,837160,886460,874790,832460,597430,498810
61,1,3,13,773890,896610,902750,784550,516020,367530,844220,887870,876670,833950,598800,499820
62,1,3,14,776030,898470,903050,786360,518220,368390,847830,887960,876850,834550,599460,499670
63,1,3,15,777600,899550,902820,787210,519540,367630,850290,888080,876170,833600,598100,497520
64,1,3,16,778060,900290,902020,788540,521960,365900,849010,886060,874090,831920,596060,494300
65,1,3,17,783450,903320,899950,792440,526320,364340,847420,882280,871020,830550,594120,491290
66,1,3,18,785820,897500,885340,788230,527980,362650,833130,865360,858130,825860,591150,489070
67,1,3,19,777800,874310,861360,780390,527820,360860,806650,838290,842690,817730,588360,487720
68,1,3,20,770840,860040,848800,775340,526490,359220,788130,822510,832900,811950,585430,486450
69,1,3,21,765440,851900,839860,771750,524800,358080,772840,812310,826710,807840,583100,485590
70,1,3,22,756770,842770,829430,765770,522540,356960,753770,801300,819890,803310,581120,484540
71,1,3,23,746100,833230,820710,760500,520400,356290,735780,791760,814400,799800,579840,483700
72,1,4,0,738060,825750,814010,755870,518310,355360,725880,786070,811850,798110,579110,482940
73,1,4,1,735620,821810,810020,753520,517340,354240,723400,783680,810240,797100,578480,482080
74,1,4,2,732950,818490,806960,751950,515500,352350,721820,782070,808730,796130,577620,480970
75,1,4,3,728090,816050,804280,750030,513540,349890,720690,780560,807220,794540,576000,478920
76,1,4,4,726220,813920,801940,748080,511170,348120,719650,779180,805760,793160,574790,477270
77,1,4,5,725180,812120,800090,746800,510450,348000,718870,778020,804420,792200,574440,476690
78,1,4,6,722420,809060,798010,743630,508500,348480,717650,777000,803030,790950,574120,477150
79,1,4,7,723680,808000,796000,738560,505800,349520,719810,777840,802690,788940,573660,477550
80,1,4,8,731180,812690,799470,738720,506530,352140,730650,785160,808680,792630,575660,480290
81,1,4,9,738450,818880,804780,738880,507380,354870,740240,793640,817310,797780,578170,483670
82,1,4,10,745040,825140,807840,739200,507780,357520,750670,801090,823780,801420,580580,487280
83,1,4,11,752670,831380,810540,740500,508730,360760,762600,807990,829090,804540,582620,490560
84,1,4,12,760430,835860,812070,740540,508680,362580,776300,812910,832050,805360,582890,491660
85,1,4,13,767220,839260,812200,741420,509830,364600,787290,815260,832550,804280,583010,492480
86,1,4,14,771790,841060,811950,742150,511390,365560,794420,814780,831370,803010,583340,492840
87,1,4,15,775450,841450,812090,743840,513780,365140,798130,813450,829540,801890,583420,491690
88,1,4,16,777660,842320,812260,749290,517330,363750,800380,811540,827000,801730,582720,489690
89,1,4,17,780070,843250,811930,753240,519690,361370,797910,807980,823110,799460,580240,486580
90,1,4,18,779670,842210,810560,755040,521250,359990,791190,802390,818200,797160,578260,485060
91,1,4,19,776350,839310,808980,756110,521500,358630,782070,797100,813870,795750,576740,483550
92,1,4,20,772650,836310,808010,756740,520860,357430,771890,792570,810610,794740,575760,482960
93,1,4,21,766500,833660,806890,756630,519710,356630,759100,787800,808300,792500,574570,482500
94,1,4,22,758730,828480,804270,754870,518350,355750,742230,781880,804060,790140,573620,481930
95,1,4,23,747560,821820,801680,752690,516760,355100,725280,775890,801360,788210,572900,481510
96,1,5,0,741430,817360,799370,750220,515120,354330,718680,773210,800180,787280,572380,480950
97,1,5,1,739150,815120,797640,748660,513430,353010,717020,771840,799080,786580,571900,480040
98,1,5,2,736640,812670,795620,746980,511640,351150,715980,770660,797760,785810,571130,478700
99,1,5,3,731730,810610,793590,745030,509340,348760,714800,769350,796600,784470,569740,476640
100,1,5,4,729750,808960,791720,743090,507020,346810,713800,768000,795240,783210,568130,475010
101,1,5,5,728150,806730,789520,740930,505950,346610,712690,766540,793480,781410,567180,474240
102,1,5,6,725260,804610,788000,739320,505530,347580,711070,765400,792420,780570,567430,474640
103,1,5,7,725160,802920,788020,736300,503240,348890,711120,765150,791870,778600,566940,475900
104,1,5,8,729060,805140,791820,738530,505500,352530,715270,768390,796360,780630,569520,480210
105,1,5,9,732260,809970,796020,738770,506370,356650,721670,773910,802910,784860,573130,487230
106,1,5,10,736850,815800,799880,738770,505910,359020,728870,781040,808840,786410,575370,492560
107,1,5,11,742350,820540,802590,737860,503720,358740,736100,785780,811630,786130,574390,493090
108,1,5,12,749960,825070,805320,736620,502290,358640,746940,790930,814410,785750,573300,492540
109,1,5,13,754950,828300,805080,736950,503040,358260,755670,794520,815580,785670,572890,491490
110,1,5,14,759390,830750,806020,738170,504730,358100,762830,797100,816870,787610,573900,490230
111,1,5,15,761840,832360,807960,740820,506050,357420,768260,798660,817730,789150,574790,487860
112,1,5,16,762980,833350,809900,744990,508930,357090,771430,800170,818470,791810,575920,486400
113,1,5,17,763610,834640,811840,749750,512830,356970,772890,801170,818870,794400,577510,485030
114,1,5,18,762710,834990,813530,754810,517620,357510,770690,800870,818210,797910,580290,484690
115,1,5,19,759400,833600,814650,757920,520880,357620,767760,801080,818680,800980,582220,484830
116,1,5,20,753950,831310,814630,759380,521860,357150,761530,800440,818290,803330,582930,484680
117,1,5,21,746690,826830,814800,759710,521690,356800,751840,797420,817160,803280,582710,484300
118,1,5,22,739490,823110,813890,758740,520990,356180,740730,794930,815770,802510,582340,483850
119,1,5,23,731830,820190,812980,757620,520240,355710,731870,793210,815590,801760,582090,483730
120,1,6,0,728430,818290,812310,756630,519230,354870,728690,792420,815080,801250,581660,483060
121,1,6,1,727020,817000,811540,755400,517590,353530,727980,791870,814210,800610,581240,482250
122,1,6,2,724920,815870,810100,753820,515650,351630,727680,791120,813190,799710,580370,481060
123,1,6,3,720510,814510,808560,752320,513720,349360,726980,790280,812330,798570,579110,479120
124,1,6,4,719260,813200,807390,750910,512400,348090,726330,789390,811390,797800,578680,477960
125,1,6,5,718640,813130,810150,752150,512730,348940,726480,789420,811480,797670,579520,478070
126,1,6,6,719870,820200,827220,759490,512250,350420,731100,795640,816790,800280,581030,479620
127,1,6,7,732660,853920,865420,773410,511820,353110,759950,828040,836430,808340,584970,482660
128,1,6,8,749590,885480,895490,784440,514110,357400,803730,869240,859580,821500,592300,488640
129,1,6,9,758960,898160,908980,790670,517220,361650,822130,886260,874210,831200,598540,494350
130,1,6,10,762270,902970,914980,793600,519460,365790,830540,894170,881820,837000,603210,499770
131,1,6,11,766020,904340,915960,792830,519600,367790,839320,898680,885250,838450,604810,502990
132,1,6,12,770140,905420,916850,792850,519750,369040,848050,901800,887260,839110,605250,503970
133,1,6,13,773090,905930,918770,794290,520970,370160,853510,903550,888930,840740,605910,504370
134,1,6,14,774120,906450,918170,795250,523000,369790,855320,903520,888240,841200,605880,503120
135,1,6,15,774990,906470,917750,796700,523930,368600,856030,902010,886610,840630,604150,500270
136,1,6,16,774620,906880,916650,798350,525330,366570,853870,898770,883400,838380,600740,495690
137,1,6,17,777000,906390,913890,799790,527900,364360,849650,892860,878870,835560,598020,492170
138,1,6,18,773690,896540,899520,793550,528700,362560,829440,870950,863670,829660,594940,490010
139,1,6,19,758770,867940,871200,781910,526640,360460,797740,839990,845830,820420,591260,488030
140,1,6,20,750210,852890,855410,774180,524590,358700,779580,825910,836590,815210,588760,486640
141,1,6,21,741460,842040,842290,767370,522440,357270,763630,814940,830570,810750,586810,485800
142,1,6,22,732010,830490,830510,760200,519950,356470,747050,805690,824720,807220,585070,484960
143,1,6,23,724070,821980,821390,755990,518110,355890,735890,800370,821800,804990,584130,484270
144,1,7,0,719530,816970,816150,753420,517070,355020,730950,797420,820000,803570,583690,483660
145,1,7,1,717930,814190,813040,751880,515980,353820,729580,796200,818740,802580,583130,482800
146,1,7,2,715760,812230,810350,750020,514390,352020,728930,795050,817590,801760,582210,481540
147,1,7,3,711510,810570,808110,748100,512300,349510,728160,793910,816460,800540,580670,479510
148,1,7,4,710000,808930,806360,746530,510580,348070,727580,793120,815090,799510,579800,478320
149,1,7,5,709420,808570,807690,747980,511590,348730,727420,792600,815120,799320,580530,478340
150,1,7,6,711340,814780,820690,755500,512800,350430,731040,798200,819520,801840,581960,479500
151,1,7,7,724640,847100,855890,769920,513150,353190,758570,829400,838100,810120,585720,482460
152,1,7,8,742050,879070,883460,779260,515490,357300,802640,871180,859930,822610,592440,487770
153,1,7,9,752000,891800,897090,785810,518740,362340,822630,889010,875350,832390,598670,492850
154,1,7,10,756220,896620,903070,789210,521260,366100,831550,897400,882720,837510,602930,497120
155,1,7,11,760080,898190,904670,788900,522330,368150,839560,901780,886240,839790,604230,500080
156,1,7,12,764300,900420,906340,789810,522160,369040,847020,905490,888680,840780,604380,500970
157,1,7,13,766710,902210,909670,791910,523460,369700,851380,907410,890730,842040,605550,501770
158,1,7,14,768020,902790,910000,793400,524940,369280,853480,907050,890940,842070,605150,500930
159,1,7,15,769280,903590,910520,795010,525330,367720,854810,905230,888910,840910,603140,497960
160,1,7,16,769710,904730,911030,797020,526710,365870,853100,901800,886310,838170,599890,494370
161,1,7,17,773020,904420,907530,797880,529170,363930,848770,895080,881050,834730,596870,491240
162,1,7,18,770760,894530,894360,791730,529230,362210,829360,874220,866430,829130,594240,489270
163,1,7,19,757640,868950,868880,781430,527400,360180,799460,845070,849670,820990,591020,487820
164,1,7,20,749760,855230,854720,774340,525200,358450,781820,830520,840090,815810,588280,486600
165,1,7,21,742550,843740,842450,767280,522750,357160,766920,818770,833660,811080,586010,485830
166,1,7,22,732820,831570,829960,760180,520090,356150,749180,808740,826790,806980,584530,485010
167,1,7,23,724010,822510,820860,755230,517940,355320,736020,801970,822830,804740,583510,484490
168,1,8,0,719570,816870,815090,752250,517010,354540,730710,798890,820840,803490,583060,483820
169,1,8,1,717970,813920,812150,750970,515970,353340,729510,797330,819560,802390,582510,483020
170,1,8,2,715920,812060,809460,749460,514170,351660,728730,796550,818490,801420,581770,481780
171,1,8,3,711290,810190,807410,747540,512090,349120,727890,795230,817330,800340,580240,479780
172,1,8,4,709930,809180,805910,745920,510400,347570,727020,794120,816060,799470,579580,478470
173,1,8,5,709320,809190,807140,746960,510970,348210,727030,793870,815770,799220,580040,478620
174,1,8,6,710860,814550,819300,753620,511900,350120,730970,798800,819620,801020,581730,479540
175,1,8,7,724930,848020,854880,768780,512610,353070,759710,831020,839020,809700,585750,482610
176,1,8,8,743060,878660,882910,778840,514840,357340,802920,872510,861810,823100,592330,488140
177,1,8,9,752950,891010,895240,783880,516680,361330,821890,890230,876170,831850,597710,493100
178,1,8,10,757630,894760,900720,786340,518100,364920,831120,898220,883900,836550,601640,497700
179,1,8,11,762670,896200,901640,785010,517710,367270,839290,902250,887000,837800,602600,500520
180,1,8,12,767400,898850,904080,785390,517540,368380,848590,905740,890390,838210,602600,501590
181,1,8,13,770120,900560,907240,786940,518670,369440,854870,908070,892400,839740,603930,502530
182,1,8,14,771710,900870,908880,788440,520080,369280,857380,908430,892740,841090,604370,501730
183,1,8,15,773640,902120,909810,790750,521820,368170,859650,907510,891300,841310,603410,499530
184,1,8,16,773120,903220,910380,792800,524350,366360,858480,904190,887920,839430,600350,495580
185,1,8,17,776510,903390,906890,795290,528220,364640,854550,896990,882380,836630,597860,492420
186,1,8,18,773510,893740,892960,789250,528410,362580,833540,873890,867280,830260,595350,490130
187,1,8,19,760150,867860,868530,779540,526820,360700,803850,846480,850650,821520,591860,488430
188,1,8,20,752280,855070,855570,772620,525320,358810,787160,832300,841450,816100,589010,487280
189,1,8,21,744450,844150,843690,766150,522870,357140,771450,821190,834230,811700,586600,485810
190,1,8,22,733870,831990,830290,758700,519530,355960,752550,810150,827010,807370,584600,485020
191,1,8,23,724660,821690,820380,753810,517580,355190,737760,802390,822740,804380,583320,484240
192,1,9,0,719120,815810,813880,751000,516240,354380,731710,798690,820590,802800,582860,483730
193,1,9,1,717390,812810,810740,749350,515210,353170,730320,797010,819220,801980,582180,482750
194,1,9,2,715560,810590,808100,747870,513390,351350,729570,795920,818130,800950,581390,481530
195,1,9,3,711580,808680,805950,745930,511310,348930,728870,794720,816880,799910,579930,479490
196,1,9,4,709980,806900,803940,744420,509830,347400,728250,793810,815590,798700,579350,478220
197,1,9,5,709750,806670,805250,745960,510460,348220,728050,793250,815610,798450,580120,478230
198,1,9,6,710540,811910,817360,752340,510080,349920,731660,798200,819680,800270,581460,479300
199,1,9,7,724080,845360,853260,766120,510560,352770,760720,830760,839380,808130,585050,482190
200,1,9,8,741430,875940,880490,775490,511960,356440,803190,872150,862610,821310,591430,487200
201,1,9,9,750730,887830,893010,780620,513570,360260,822260,889110,876960,830690,596750,492320
202,1,9,10,755020,891120,898370,782150,514370,363170,831470,896970,883980,835040,599890,497340
203,1,9,11,760680,892910,899610,780500,513870,365560,840560,901120,887660,835880,601040,499970
204,1,9,12,765180,894510,901370,781720,513210,366300,849450,904030,890240,836440,600900,501300
205,1,9,13,769140,896690,904680,783720,514810,367940,856280,906490,892520,838770,602130,502030
206,1,9,14,771020,896670,904630,785330,516540,367620,858460,906270,892360,838770,602470,500820
207,1,9,15,772370,897980,904560,786850,518070,366760,859840,904300,890270,838250,600880,498460
208,1,9,16,771970,898500,904540,790000,520840,364930,858490,900460,886500,836900,598270,493900
209,1,9,17,775380,899760,903010,792790,526040,363940,855400,894700,880900,834450,596210,490930
210,1,9,18,773270,891830,891140,788300,526990,362300,837150,873680,866640,828620,593610,488420
211,1,9,19,760600,867330,867000,778880,525810,360190,808030,846510,849840,820820,590290,486750
212,1,9,20,752910,854770,853930,773100,524180,358080,790150,832360,840950,815300,588060,485540
213,1,9,21,746150,844530,842580,766430,521810,356800,773720,820890,833990,811110,586080,484630
214,1,9,22,735310,832320,828840,757740,518970,355600,753450,809000,826750,806250,583770,483950
215,1,9,23,725200,821960,818350,751720,516900,354910,737830,800650,821890,803380,582760,483330
216,1,10,0,719650,815240,811420,748790,515440,354050,731150,796680,819520,801820,582280,482720
217,1,10,1,717800,812140,808510,747130,514410,352770,729490,794990,818020,800900,581620,481770
218,1,10,2,715760,809810,805590,745460,512650,351040,728710,793870,816810,800000,580790,480610
219,1,10,3,711640,807950,803170,743560,510520,348730,728100,792580,815480,798720,579450,478600
220,1,10,4,709890,806100,801140,742320,509030,347280,727260,791400,814110,797700,578840,477410
221,1,10,5,709270,806160,802310,743180,509400,347980,727280,790810,813850,797460,579570,477510
222,1,10,6,710140,810380,814030,748970,509360,349110,730890,795560,817460,799150,580480,478240
223,1,10,7,723880,842160,849190,763570,509540,351770,758800,827330,837130,807520,584580,481550
224,1,10,8,741190,872670,876180,772270,510790,355630,801950,867990,860320,820880,590880,486460
225,1,10,9,750880,885200,889720,778130,512600,359420,821480,884870,873860,830060,596180,491500
226,1,10,10,755480,889240,895210,779980,513170,362970,830280,892020,880770,834230,599280,495950
227,1,10,11,759930,891350,895810,778630,512800,365260,838830,896580,883620,834940,599770,498710
228,1,10,12,765100,893540,897550,779530,512320,365730,847550,899670,885470,834890,599590,499570
229,1,10,13,768970,895190,900470,780790,513890,366610,854260,901380,886330,835980,600180,500240
230,1,10,14,770440,895260,899860,781300,515210,366510,856560,900450,885990,836350,599840,499450
231,1,10,15,772840,896480,900050,782680,517490,365800,858430,899290,884360,835880,598700,497060
232,1,10,16,775550,898160,898800,785270,519980,364370,857840,895710,880290,834390,595350,493420
233,1,10,17,782140,901300,896090,789020,525180,363440,855310,890630,875050,831330,593080,490060
234,1,10,18,784690,895770,881670,785350,527540,362000,842200,872740,861070,825970,590970,487970
235,1,10,19,778050,875630,859390,778330,527150,360500,817530,846340,844920,817890,588280,486450
236,1,10,20,772260,863130,846300,773630,525460,358610,800440,831050,835230,812030,585080,485010
237,1,10,21,767350,855020,837530,769580,523010,357080,784950,819950,828530,807560,582360,483910
238,1,10,22,758590,846080,827660,762400,520140,355770,765840,809180,821100,802440,580050,482830
239,1,10,23,747500,834910,817570,755910,517260,354840,745490,798280,815480,798330,578440,481880
240,1,11,0,738660,826420,810010,750660,515310,353930,734570,792240,812180,796360,577660,481100
241,1,11,1,735860,822100,805810,748240,514060,352710,731580,789380,810130,795440,576910,480270
242,1,11,2,732840,818590,802140,746820,512290,350960,729850,787250,808580,794260,576040,479090
243,1,11,3,728100,815630,799530,744620,510570,348680,728500,785460,806870,792790,574480,477140
244,1,11,4,726040,813410,797530,742640,508550,346650,727460,783900,805340,791350,573070,475470
245,1,11,5,725270,811740,795490,741460,507770,346670,726950,782720,803600,790220,572840,475040
246,1,11,6,722670,808870,793410,738590,505710,347350,725720,781210,802120,789210,572630,475340
247,1,11,7,725170,807170,791930,733060,502720,348140,729690,782730,801710,787060,571820,475970
248,1,11,8,733600,811870,795610,733240,503870,351080,739970,790020,808600,790810,573550,478540
249,1,11,9,741060,818960,801990,734210,504930,353790,751510,799340,818020,796530,576760,482410
250,1,11,10,748130,826560,805460,735060,506720,357260,763250,808050,824840,801620,580060,487220
251,1,11,11,756750,833390,808790,736840,509150,361780,776460,814970,829280,804820,583210,491190
252,1,11,12,765560,839020,810740,737790,510700,364500,792530,822330,833200,806560,584310,493260
253,1,11,13,773040,842310,810710,738060,512660,366810,802800,824930,833490,806110,584470,493670
254,1,11,14,778030,842790,809960,738650,514370,367990,809980,824620,832540,805830,584900,493860
255,1,11,15,781370,843420,809670,741050,516020,366990,813310,823280,831300,804800,584390,492320
256,1,11,16,783470,843180,809560,746880,519100,365490,814300,819890,828340,804580,583760,489930
257,1,11,17,784470,844090,809600,751310,521680,362320,811060,815750,823110,801670,580820,486430
258,1,11,18,783640,843020,808410,754230,522400,360450,804520,808890,816890,798880,578330,484330
259,1,11,19,779960,840090,806670,754930,522330,358490,794010,802790,812690,796600,577070,483100
260,1,11,20,775400,836280,804990,755660,520840,356500,783060,797410,809280,794840,575560,481800
261,1,11,21,769590,832110,803980,755190,519090,355470,769300,791700,806440,792480,574320,480980
262,1,11,22,761010,826800,801110,752100,517150,354530,750550,784030,802270,789260,572710,480400
263,1,11,23,748930,819140,797630,748840,515140,353760,732020,777230,798770,786760,571630,479790
264,1,12,0,741860,814140,794900,745680,513170,352920,724680,774000,797320,785790,571280,479280
265,1,12,1,739560,811560,792700,744240,511710,351600,722740,772640,796710,784950,570630,478410
266,1,12,2,736890,809200,790590,742770,509910,349680,721190,771220,795480,783930,569700,477180
267,1,12,3,732700,807020,788590,740590,507930,347340,720090,769880,794250,782600,568250,475200
268,1,12,4,730750,805020,786850,738530,505710,345440,718850,768390,792730,781300,566600,473260
269,1,12,5,729030,802600,784580,736820,504640,344970,717880,766760,791120,779790,565740,472580
270,1,12,6,725670,800270,782530,735890,504240,345780,716260,765700,789810,778790,565800,473340
271,1,12,7,726150,798400,781860,731800,500580,346930,717260,764800,788870,775590,564270,474400
272,1,12,8,731090,801210,785700,733330,501570,350320,722300,768470,793210,776720,565850,478350
273,1,12,9,735630,804810,789400,733620,502200,354150,729860,774430,799190,779830,568870,484660
274,1,12,10,739990,810690,792790,732910,502110,357020,736620,781030,804450,781520,571410,490350
275,1,12,11,745220,815770,794940,731520,500420,356890,745160,786160,806990,781450,571050,490830
276,1,12,12,753510,820910,797470,731610,499590,356820,757400,791140,809820,781570,570440,490990
277,1,12,13,758770,824090,798170,731450,500140,356940,766410,793920,810460,781710,569910,490690
278,1,12,14,762230,826320,798970,732760,501170,356660,772850,795360,810870,782370,570830,489120
279,1,12,15,764920,827410,800270,735390,502690,355610,777800,796340,811520,784390,571290,486360
280,1,12,16,765950,828960,801970,739540,505440,355120,780070,797200,812400,786210,571800,484130
281,1,12,17,765380,829910,804580,744240,509530,354800,778950,797100,811840,789090,573610,482380
282,1,12,18,762160,829550,806090,749590,514420,355480,775180,796310,811870,792110,576290,482410
283,1,12,19,757090,828670,808140,752800,517670,355320,768640,796470,812500,795520,578470,482470
284,1,12,20,750250,826020,809080,754830,519330,354940,761620,795650,812810,798000,579880,482200
285,1,12,21,742340,821920,809000,755810,519050,354550,751330,793740,812000,798520,579670,482030
286,1,12,22,734670,818290,808980,755000,518530,354230,739980,792090,811320,797940,579400,481630
287,1,12,23,726430,814990,807900,753820,517820,353900,731100,790040,810670,797290,579050,481340
288,1,13,0,722750,813120,807130,752600,516740,353060,727840,789000,810160,796790,578610,480870
289,1,13,1,721560,812130,806230,751350,515170,351740,726900,788450,809650,796130,578010,479900
290,1,13,2,719270,810820,804560,749790,513330,349980,726320,787770,808760,795440,577130,478740
291,1,13,3,714830,809460,803230,748240,511220,347720,725650,787020,807930,794580,575880,476950
292,1,13,4,713780,808030,801490,746790,509210,346130,724960,786350,806910,793630,575310,475900
293,1,13,5,713050,807910,804360,747790,509310,347040,724840,785900,806970,793420,575960,476040
294,1,13,6,714210,814630,820440,754160,508560,348780,729060,792040,812000,795840,577830,477320
295,1,13,7,728150,848200,858410,768060,508990,351790,759620,825510,832330,804460,582050,480530
296,1,13,8,744630,878660,886970,777910,511480,356080,801670,865810,856580,818570,589380,486400
297,1,13,9,753730,891090,901710,785210,514410,360740,820080,882510,870770,828200,595800,492500
298,1,13,10,757070,895390,907590,788230,516280,364270,828770,889980,878580,833360,600270,497890
299,1,13,11,761060,896800,908280,787260,516440,366180,837530,894400,882360,835310,602590,501320
300,1,13,12,764430,898370,908610,787030,515810,367060,845900,897610,884910,835640,602440,502540
301,1,13,13,766850,898850,909880,788770,516950,368260,851800,899790,887120,837060,603340,502620
302,1,13,14,768020,898910,909520,790000,518270,368120,853970,899910,887140,837780,603380,501530
303,1,13,15,769420,898980,908180,790910,519460,366710,855360,898540,885500,836550,601360,498350
304,1,13,16,768760,898660,907060,791560,521440,364830,853140,895010,882830,834230,597730,493790
305,1,13,17,770380,897880,904300,793700,525480,362800,848860,887950,875860,830940,594750,490170
306,1,13,18,766970,888760,891020,788020,525950,360920,829640,866560,861050,825050,592070,487550
307,1,13,19,752790,861370,864360,777040,524170,358760,798980,836570,843840,816260,588390,485550
308,1,13,20,744550,847470,850050,770570,522410,356880,780760,822630,834920,810920,585740,484260
309,1,13,21,736850,836380,837800,763860,520350,355610,764560,812130,828880,807370,584250,483500
310,1,13,22,727020,824690,825230,756120,517460,354440,746770,803090,822600,803480,582330,482790
311,1,13,23,718600,815820,816610,751250,515910,353700,733980,797520,818880,801130,581220,482230
312,1,14,0,713890,810970,811080,748680,514960,352890,728700,794850,817190,799830,580740,481830
313,1,14,1,712270,808490,807930,747030,513410,351540,727470,793510,815680,798830,579990,480930
